356060330,颜色分类:黑/Black;尺码:155/76A/XS,k***9,287312952570,非常满意的一次网购，和朋友在专卖店的一模一样，省了去逛街了，分开穿也很漂亮的，下面配白色七分九分裤。照片拍不出效果，实物更好看,2016-10-07 16:14:53,2,1
356060330,颜色分类:黑/Black;尺码:160/80A/S,t***0,292247466210,双十一卖家发货快，物流给力，很漂亮很合身，喜欢,2016-11-17 10:40:37,4,0
356060330,颜色分类:黑/Black;尺码:160/80A/S,s***4,287972856598,一流品牌！一流的质量和服务，真没得说！?,2016-10-13 16:29:06,0,0
356060330,颜色分类:黑/Black;尺码:155/76A/XS,金***n,285830047193,衣服还不错 和图片一致。不过收到是两件套有点惊讶哈哈哈哈..但是也挺好，小短裙能搭配其他衣服呢,2016-09-23 16:56:04,2,0
356060330,颜色分类:黑/Black;尺码:160/80A/S,钟***琼,282936533787,"质量不错，简洁大方，穿着舒适，物流快捷，网购省了不少精力跑商场（尢其是夏天，开车又堵，天气又热，大费神）。货真价实,满意",2016-08-24 21:50:49,4,0
356060330,颜色分类:黑/Black;尺码:155/76A/XS,吃***儿,298998627018,冬天摸起来一把静电，相比买的另外两件稍微差点儿，要是有白色会更仙更飘逸。,2017-01-15 13:35:04,2,0
356060330,颜色分类:黑/Black;尺码:165/84A/M,思***i,297164382203,雪纺的料子，凉快。腰要是松紧得就更好了，裙子有些短，怕风。,2016-12-28 00:21:24,3,0
356060330,颜色分类:黑/Black;尺码:155/76A/XS,欧***3,297400297710,衣服还不错，但是掉色很严重。洗了好多次还是一直掉色。感觉ONLY的衣服掉色都很严重，希望加强这方面,2016-12-28 18:50:19,2,0
356060330,颜色分类:黑/Black;尺码:160/80A/S,李***7,293745591647,双十一加上优惠券价格很合适，衣服也很漂亮,2016-11-28 22:27:23,3,0
356060330,颜色分类:黑/Black;尺码:160/80A/S,h***2,296313746105,衣服不错，但是卖家用的不知名小快递真是太不靠谱，几经周折才收到衣服。大雾霾天，快递员也不容易，就不给差评了,2016-12-20 12:59:32,2,0
356060330,颜色分类:黑/Black;尺码:160/80A/S,绿***眼,277414261843,<b></b>此<b></b>用<b></b>户<b></b>没<b></b>有<b></b>填<b></b>写<b></b>评<b></b>论<b></b>!<b></b>,2016-06-27 13:43:40,2,0
356060330,颜色分类:棕红 Brown Red;尺码:160/80A/S,汝***律,292554063956,<b></b>此<b></b>用<b></b>户<b></b>没<b></b>有<b></b>填<b></b>写<b></b>评<b></b>论<b></b>!<b></b>,2016-11-11 13:10:59,0,0
356060330,颜色分类:浅粉 Light Pink;尺码:155/76A/XS,小***贝,282285830034,实物颜色比图片略微深些，面料柔软舒适凉爽，上衣要是腰再收一点点就更好了，现在略微有点显胖，裙子比较显瘦的,2016-08-18 22:29:10,2,1
